coin_name,repository_name,stars,forks,issuesAndPullRequest,watchers,currency,price,volumeChange24h,percentChange1h,percentChange24h,percentChange7d,percentChange30d,percentChange60d,percentChange90d,coin_ts,repository_ts
Internet Computer,ic,1644,345,277,75,USD,5.745960033584131,32.7259,0.59014031,-0.06454576,25.05199761,9.28294959,8.07717314,-18.95142292,2025-05-12T21:34:46.919957900Z,2025-05-12T21:34:40.322414600Z
Internet Computer,ic,1644,345,277,75,USD,5.768617669326344,32.8901,0.78160234,0.10348028,25.42520738,9.8129492,8.44448069,-19.12010528,2025-05-12T21:39:46.287922600Z,2025-05-12T21:39:39.292553900Z
Internet Computer,ic,1644,345,277,75,USD,5.774458922810948,32.8801,0.65297115,0.52186673,25.82416588,10.00500176,8.41548706,-19.16089252,2025-05-12T21:44:46.457402700Z,2025-05-12T21:44:39.174324900Z
Internet Computer,ic,1644,345,277,75,USD,5.769471295552384,32.9658,0.66780486,0.44980713,25.75083466,9.90071687,8.21131364,-19.30892454,2025-05-12T21:49:46.502075800Z,2025-05-12T21:49:39.098339300Z
Internet Computer,ic,1644,345,277,75,USD,5.753958778154302,32.7638,0.30940992,-0.13429458,25.23998403,9.64664455,7.6994934,-19.39825767,2025-05-12T21:54:46.231513800Z,2025-05-12T21:54:38.951235100Z
Internet Computer,ic,1644,345,277,75,USD,5.76231168681286,32.8472,0.10064585,-0.10159457,25.21392636,9.94297218,7.76748104,-19.38868032,2025-05-12T21:59:46.434010900Z,2025-05-12T21:59:38.973861Z
Internet Computer,ic,1644,345,277,75,USD,5.749705505616401,33.2828,0.03495954,-0.55762178,24.8088526,9.59909272,7.40757152,-19.61592532,2025-05-12T22:04:46.227286600Z,2025-05-12T22:04:38.970556200Z
Internet Computer,ic,1644,345,277,75,USD,5.7562674647276735,33.1107,0.10082228,0.09110426,24.92435732,9.85174225,7.15656954,-19.62251807,2025-05-12T22:09:46.246788100Z,2025-05-12T22:09:39.032577600Z
Internet Computer,ic,1644,345,277,75,USD,5.7440108490051545,32.738,-0.34962093,-0.48917459,24.62445537,9.65415725,6.79477952,-19.75741251,2025-05-12T22:14:46.244504700Z,2025-05-12T22:14:39.152350900Z
Internet Computer,ic,1644,345,277,75,USD,5.747207676334767,32.9371,-0.39523887,-0.36841847,24.5218984,9.5606434,7.19937407,-19.71411613,2025-05-12T22:19:46.259890100Z,2025-05-12T22:19:39.010834300Z
Internet Computer,ic,1644,345,278,75,USD,5.6850796138197905,37.4207,-1.24181388,-1.80328803,23.67572888,8.43567486,4.38190569,-19.91183417,2025-05-13T00:17:47.939968300Z,2025-05-13T00:17:39.936377200Z
Internet Computer,ic,1644,345,278,75,USD,5.689324582515367,37.4213,-1.17490824,-1.74515133,23.81759713,8.41942907,4.36678633,-19.80632846,2025-05-13T00:20:12.855848800Z,2025-05-13T00:20:21.144196500Z
Internet Computer,ic,1644,345,278,75,USD,5.694203466465738,38.3724,-1.41166723,-1.71898715,23.83700367,8.53249956,4.66615272,-19.52212824,2025-05-13T00:25:12.191423100Z,2025-05-13T00:25:19.987271700Z
Internet Computer,ic,1644,345,278,75,USD,5.685937069240342,38.7187,-1.59770458,-2.14777489,23.30129244,8.44704315,4.33583029,-19.7511818,2025-05-13T00:30:12.229890900Z,2025-05-13T00:30:19.879660500Z
Internet Computer,ic,1644,345,278,75,USD,5.679052401166478,39.8675,-1.22905475,-2.71081438,22.98038109,8.37280242,3.94130876,-20.27551012,2025-05-13T00:35:12.266251200Z,2025-05-13T00:35:19.857433900Z
Internet Computer,ic,1644,345,278,75,USD,5.676176088095177,40.0958,-1.41605966,-2.92828398,23.16089829,8.21163119,3.96967804,-20.40807544,2025-05-13T00:40:12.200880100Z,2025-05-13T00:40:19.866894700Z
Internet Computer,ic,1644,345,278,75,USD,5.675016501661343,40.5969,-1.39062805,-2.88477244,23.29855615,8.25745505,3.71261567,-20.20078206,2025-05-13T00:45:12.300771200Z,2025-05-13T00:45:19.899182900Z
Internet Computer,ic,1644,345,278,75,USD,5.666792158334368,40.7769,-1.49419414,-2.84195378,23.19867894,7.92949563,3.44880892,-20.29443605,2025-05-13T00:50:12.204318800Z,2025-05-13T00:50:20.025572800Z
Internet Computer,ic,1644,345,278,75,USD,5.663686698295672,40.774,-1.54482437,-2.78234576,23.32396739,8.01093242,3.15941335,-20.77873684,2025-05-13T00:55:12.197820500Z,2025-05-13T00:55:19.845783600Z
Internet Computer,ic,1644,345,278,75,USD,5.669827228101093,41.1024,-1.20414711,-2.5627978,23.32586737,8.20398742,3.35577511,-20.82739797,2025-05-13T01:00:13.036165800Z,2025-05-13T01:00:19.794730200Z
Internet Computer,ic,1644,345,278,75,USD,5.657094483484945,42.5284,-1.1924203,-2.8188045,22.92244992,8.09292906,3.59044706,-21.09373615,2025-05-13T01:05:12.212709100Z,2025-05-13T01:05:20.372819400Z
Internet Computer,ic,1644,345,278,75,USD,5.660467813861308,42.7688,-1.08434825,-2.93788672,23.17191848,8.30461286,3.75822074,-20.99088031,2025-05-13T01:10:12.279270700Z,2025-05-13T01:10:20.313324800Z
Internet Computer,ic,1644,345,278,75,USD,5.64244146708933,42.8286,-0.90695875,-3.46827178,22.47311009,7.80529745,3.37573242,-21.02258231,2025-05-13T01:15:12.247396400Z,2025-05-13T01:15:20.113536700Z
Internet Computer,ic,1644,345,279,75,USD,5.6379982170170715,43.0219,-0.90215218,-3.40964376,22.13736127,7.86421392,3.365741,-20.80990556,2025-05-13T01:20:12.253124100Z,2025-05-13T01:20:19.961240700Z
Internet Computer,ic,1644,345,279,75,USD,5.6340379720442595,43.424,-1.05660949,-2.99839943,21.76735288,7.97033562,3.26161157,-20.7247625,2025-05-13T01:25:12.231254600Z,2025-05-13T01:25:19.950304200Z
Internet Computer,ic,1644,345,279,75,USD,5.6326191593184145,43.8736,-0.93771544,-2.88525244,21.81645573,7.98852491,3.0936032,-20.80081492,2025-05-13T01:30:12.227110900Z,2025-05-13T01:30:20.020427900Z
Internet Computer,ic,1644,345,279,75,USD,5.6142844188324,44.1004,-1.14047164,-2.9804141,21.59411831,7.75998072,2.52812971,-21.09070955,2025-05-13T01:35:12.253710600Z,2025-05-13T01:35:19.788570500Z
Internet Computer,ic,1644,345,279,75,USD,5.606974379599253,44.4801,-1.21916071,-2.4776683,21.58366002,7.74440423,2.2459276,-21.24903993,2025-05-13T01:40:12.228950Z,2025-05-13T01:40:19.856425500Z
Internet Computer,ic,1644,345,279,75,USD,5.576910848722269,44.2857,-1.72872895,-2.94287517,21.12824878,7.26399041,1.56338582,-21.65015803,2025-05-13T01:45:12.203847600Z,2025-05-13T01:45:19.868748900Z
Internet Computer,ic,1644,345,279,75,USD,5.589733277175227,44.1029,-1.35983249,-2.79072195,21.47884072,7.86648617,1.99645844,-21.71025995,2025-05-13T01:50:12.230162700Z,2025-05-13T01:50:19.906430100Z
Internet Computer,ic,1644,345,279,75,USD,5.6173830312984885,44.1868,-0.81755347,-2.2125823,22.3068442,8.59370137,2.5277388,-21.54988796,2025-05-13T01:55:12.229743400Z,2025-05-13T01:55:19.887643200Z
Internet Computer,ic,1644,345,279,75,USD,5.624187098105961,44.1649,-0.81203559,-2.80875669,22.39876975,8.78615744,2.8647513,-21.40807711,2025-05-13T02:00:12.201450800Z,2025-05-13T02:00:19.979927900Z
Internet Computer,ic,1644,345,279,75,USD,5.604616386405719,44.8964,-0.92765106,-3.20471555,22.04240123,8.29458093,2.31405027,-21.58933138,2025-05-13T02:05:12.282909300Z,2025-05-13T02:05:19.879822600Z
Internet Computer,ic,1644,345,279,75,USD,5.587671601231376,45.063,-1.32535396,-3.63136939,22.11834822,7.9220088,2.06432946,-21.71155245,2025-05-13T02:10:12.607563Z,2025-05-13T02:10:20.027923600Z
Internet Computer,ic,1644,345,279,75,USD,5.5845769174032,45.303,-1.02552326,-3.81463851,22.09776221,7.88084215,2.0251251,-21.77425094,2025-05-13T02:15:12.295054600Z,2025-05-13T02:15:19.835295700Z
Internet Computer,ic,1644,345,279,75,USD,5.540158996794539,45.5257,-1.73535387,-4.38109364,21.61057344,7.21523772,1.07802947,-22.40433501,2025-05-13T02:20:12.196179800Z,2025-05-13T02:20:19.822868500Z
Internet Computer,ic,1644,345,279,75,USD,5.512131482052761,45.6352,-2.16374988,-5.25713545,21.32060901,6.77649982,0.44568215,-22.7255455,2025-05-13T02:25:12.290223200Z,2025-05-13T02:25:20.083678700Z
Internet Computer,ic,1644,345,279,75,USD,5.553483176687341,46.8233,-1.40495887,-4.16285881,22.31199521,7.6794555,1.02605613,-22.13507981,2025-05-13T02:30:12.240259Z,2025-05-13T02:30:19.876477800Z
Internet Computer,ic,1644,345,279,75,USD,5.527695224176475,48.823,-1.30651788,-4.65147074,20.90215673,7.15974873,0.46115736,-22.30876532,2025-05-13T02:51:14.796255100Z,2025-05-13T02:51:11.751139600Z
Internet Computer,ic,1644,345,279,75,USD,5.520574009557488,49.2347,-1.72338296,-4.47421658,20.72926021,6.97769906,0.09445386,-22.35658111,2025-05-13T02:56:13.514503100Z,2025-05-13T02:56:10.885380200Z
Internet Computer,ic,1644,345,279,75,USD,5.538812960893831,49.91,-1.49564753,-4.10787247,21.13546903,7.2732461,0.40299327,-21.63877671,2025-05-13T03:01:13.544847Z,2025-05-13T03:01:10.221224Z
Internet Computer,ic,1644,345,279,75,USD,5.533561434687605,51.5232,-1.1399191,-4.3498572,21.04876192,7.18640871,0.49402699,-21.6047332,2025-05-13T03:06:13.571237Z,2025-05-13T03:06:10.637073900Z
Internet Computer,ic,1644,345,279,75,USD,5.537450876237337,51.3959,-0.89877732,-3.92033419,21.17442981,7.32995821,0.73496987,-21.32592869,2025-05-13T03:11:13.708241300Z,2025-05-13T03:11:10.292354500Z
Internet Computer,ic,1644,345,279,75,USD,5.5518072389064255,51.3456,-0.58678892,-3.42486275,21.57095736,7.64086038,1.03710175,-21.19578204,2025-05-13T03:16:13.510143900Z,2025-05-13T03:16:10.491969800Z
Internet Computer,ic,1644,345,279,75,USD,5.5403828122313605,52.115,0.0560696,-3.73051421,21.30369094,7.4709721,0.80763904,-21.47054073,2025-05-13T03:21:13.456544400Z,2025-05-13T03:21:10.222664300Z
Internet Computer,ic,1644,345,279,75,USD,5.528156472693005,53.3038,0.29072221,-4.68345828,21.05520416,7.37097436,0.67793167,-21.87189799,2025-05-13T03:26:13.539495500Z,2025-05-13T03:26:10.507150700Z
Internet Computer,ic,1644,345,279,75,USD,5.493708094625893,53.1541,-1.07635299,-5.60865373,20.11697699,6.73652156,0.01205896,-22.50207907,2025-05-13T03:31:13.545123800Z,2025-05-13T03:31:10.294939500Z
Internet Computer,ic,1644,345,279,75,USD,5.475832514563809,53.7861,-1.12424925,-5.63736061,19.53423332,6.29883281,-0.06670752,-22.80772795,2025-05-13T03:36:13.477751Z,2025-05-13T03:36:10.493622Z
Internet Computer,ic,1644,345,279,75,USD,5.4846772158150845,54.3993,-0.98720421,-5.45283454,19.6331803,6.27761549,0.0450713,-22.756828,2025-05-13T03:41:13.477188700Z,2025-05-13T03:41:09.951049900Z
Internet Computer,ic,1644,345,279,75,USD,5.4924808693235585,54.8696,-0.93986345,-5.06504262,19.66126337,6.44246192,0.06278749,-22.71945313,2025-05-13T03:46:13.540572100Z,2025-05-13T03:46:10.099583500Z
Internet Computer,ic,1644,345,279,75,USD,5.480003336403005,55.207,-0.85523318,-5.32757065,19.31262548,6.23777663,0.00666845,-22.66619063,2025-05-13T03:51:13.580354800Z,2025-05-13T03:51:10.415256400Z
Internet Computer,ic,1644,345,279,75,USD,5.4739493054969355,55.7928,-1.03655298,-5.54099651,19.1696054,6.03659999,-0.20055496,-22.62620789,2025-05-13T03:56:13.514582800Z,2025-05-13T03:56:10.162980100Z
Internet Computer,ic,1644,345,279,75,USD,5.479027472514172,56.0727,-1.07939172,-5.47148817,19.28847017,6.19150072,-0.18373635,-22.49937648,2025-05-13T04:01:13.510770900Z,2025-05-13T04:01:10.264133400Z
Internet Computer,ic,1644,345,280,75,USD,5.58554353491477,19.0509,0.08033312,-7.57987034,22.67075365,9.05251886,-0.00524659,-21.26780474,2025-05-13T09:12:41.107303800Z,2025-05-13T09:12:53.126151Z
Internet Computer,ic,1644,345,279,75,USD,5.585989275852562,18.9683,0.18450479,-7.38594931,22.8601665,9.07664174,0.12390982,-21.30120533,2025-05-13T09:17:40.368877800Z,2025-05-13T09:17:52.503101100Z
Internet Computer,ic,1644,345,280,75,USD,5.602987358937792,18.9394,0.57348511,-7.32397806,23.40655914,9.28735092,0.2666073,-20.96708332,2025-05-13T09:22:40.608830600Z,2025-05-13T09:22:52.518121900Z
Internet Computer,ic,1644,345,281,75,USD,5.617022310343331,18.9646,1.27141196,-6.86760648,23.78404307,9.42998438,0.44322742,-20.79424745,2025-05-13T09:27:40.375748Z,2025-05-13T09:27:52.532015400Z
Internet Computer,ic,1644,345,280,75,USD,5.630622549642234,18.9182,1.65251027,-6.7117222,24.01646307,9.55890329,0.80473696,-20.66698173,2025-05-13T09:32:40.345837800Z,2025-05-13T09:32:52.771404Z
Internet Computer,ic,1644,345,280,75,USD,5.654339074106457,-26.3545,0.99816467,-2.579678,24.74810274,11.52871809,0.18161303,-20.3577432,2025-05-13T15:53:33.310139Z,2025-05-13T15:53:24.414367Z
Internet Computer,ic,1644,345,280,75,USD,5.6586389602117535,-26.6144,1.03852262,-2.59969093,25.09936067,11.65694616,0.37184226,-20.37004178,2025-05-13T15:58:34.231249200Z,2025-05-13T15:58:22.747603700Z
Internet Computer,ic,1644,345,280,75,USD,5.911402633452601,-37.8617,0.70569178,2.80280759,31.70682848,18.28446797,4.42467558,-19.24475791,2025-05-13T21:38:06.575604100Z,2025-05-13T21:38:23.382683100Z
Internet Computer,ic,1644,345,281,75,USD,5.90256886107425,-38.0232,0.69939807,2.29485405,31.4153222,18.40706134,4.23756086,-19.355321,2025-05-13T21:43:05.818813600Z,2025-05-13T21:43:21.795489500Z
Internet Computer,ic,1644,345,282,75,USD,5.874853095958824,-38.0389,0.25575339,1.81402993,30.42374126,17.80296584,3.51821193,-20.04214453,2025-05-13T21:48:05.792162700Z,2025-05-13T21:48:21.901140400Z
Internet Computer,ic,1644,345,282,75,USD,5.874304777553736,-37.92,0.12847602,1.88413277,29.91102432,17.53954465,3.19593767,-19.96237345,2025-05-13T21:53:06.258696Z,2025-05-13T21:53:21.656048800Z
Internet Computer,ic,1644,345,282,75,USD,5.884244871611691,-37.7922,0.22570073,2.26996033,29.85636648,17.49241586,3.33932007,-19.73647864,2025-05-13T21:58:05.645676600Z,2025-05-13T21:58:21.948304300Z
Internet Computer,ic,1644,345,282,75,USD,5.893651269129643,-37.7101,0.27085564,2.42995118,29.61497752,17.62103321,3.51263176,-19.52460364,2025-05-13T22:03:05.833621100Z,2025-05-13T22:03:22.278057800Z
Internet Computer,ic,1644,345,283,75,USD,5.881148146478112,-37.7036,0.05101007,2.2655309,28.18943872,17.55525885,3.29763346,-19.65722284,2025-05-13T22:08:05.855126Z,2025-05-13T22:08:21.799304100Z
Internet Computer,ic,1644,345,283,75,USD,5.866286863989965,-37.6639,-0.03077447,2.05098804,27.89539448,17.3583036,3.05362262,-19.92635283,2025-05-13T22:13:05.622358900Z,2025-05-13T22:13:21.732172300Z
Internet Computer,ic,1644,345,283,75,USD,5.878294885420712,-37.4872,0.30298469,2.30145142,28.08202282,17.63329616,3.29136649,-19.96996512,2025-05-13T22:18:05.781358800Z,2025-05-13T22:18:21.662791700Z
Internet Computer,ic,1644,345,283,75,USD,5.8937706723552905,-37.3986,0.23703951,2.48861455,28.02146133,18.08070837,3.38391673,-20.47949745,2025-05-13T22:23:05.637256400Z,2025-05-13T22:23:22.024894Z
Internet Computer,ic,1644,345,282,75,USD,5.922808662012949,-36.9784,0.39078868,2.99228493,28.58038351,18.66593349,3.99438471,-20.17689994,2025-05-13T22:28:05.728308300Z,2025-05-13T22:28:21.584833300Z
Internet Computer,ic,1644,345,282,75,USD,5.943688284036823,-36.2928,0.84955897,3.3677656,28.82277131,18.98616279,4.43990448,-20.17336127,2025-05-13T22:33:05.662401500Z,2025-05-13T22:33:21.771800700Z
Internet Computer,ic,1644,345,282,75,USD,5.956968587622915,-35.7343,0.77081459,3.45634905,29.43580875,19.55196508,4.68297821,-19.95063116,2025-05-13T22:38:05.666375300Z,2025-05-13T22:38:21.770762100Z
Internet Computer,ic,1644,345,282,75,USD,5.969326729523077,-35.2062,1.16082564,3.44048783,29.59565766,19.61969119,4.92537616,-20.05710253,2025-05-13T22:43:06.244142900Z,2025-05-13T22:43:21.750353900Z
Internet Computer,ic,1644,345,282,75,USD,5.948253738268306,-35.2252,1.24940388,3.05307397,28.92185454,19.24773092,4.45015804,-19.99196545,2025-05-13T22:48:05.674524500Z,2025-05-13T22:48:21.702424200Z
Internet Computer,ic,1644,345,282,75,USD,5.940818709851554,-35.2632,1.13228603,2.83555757,28.51422089,19.15976548,4.26877079,-19.84307884,2025-05-13T22:53:05.663228600Z,2025-05-13T22:53:22.007514600Z
Internet Computer,ic,1644,345,282,75,USD,5.917802852164132,-35.2203,0.57030224,2.43651345,28.07036448,18.62495703,3.74854572,-19.95854767,2025-05-13T22:58:05.617772200Z,2025-05-13T22:58:21.835258300Z
Internet Computer,ic,1644,345,282,75,USD,5.93735846225235,-35.2968,0.73418353,2.75213718,28.46145491,19.17957467,4.19209436,-19.76650553,2025-05-13T23:03:05.672389Z,2025-05-13T23:03:21.743957700Z
Internet Computer,ic,1644,345,282,75,USD,5.917379642109473,-35.0895,0.87360588,2.14908611,28.40383668,18.7346213,4.33248075,-20.02528192,2025-05-13T23:08:05.940263Z,2025-05-13T23:08:22.858695800Z
Internet Computer,ic,1644,345,282,75,USD,5.931163451867553,-34.8757,1.10592253,2.50159843,28.80619786,18.54345397,4.67803856,-19.67017376,2025-05-13T23:13:05.785629300Z,2025-05-13T23:13:22.468213900Z
Internet Computer,ic,1644,345,282,75,USD,5.9500429087668865,-34.8143,1.22055842,3.40436402,29.16876247,18.86569263,5.09827859,-19.44862758,2025-05-13T23:18:05.634042900Z,2025-05-13T23:18:21.560543400Z
Internet Computer,ic,1644,345,282,75,USD,5.943024872711448,-34.8718,0.8356993,3.04097062,28.89930286,18.74134657,4.93768346,-19.54367491,2025-05-13T23:23:05.652476Z,2025-05-13T23:23:21.688419600Z
Internet Computer,ic,1644,345,282,75,USD,5.921906165767739,-34.9649,0.00399002,2.43660305,28.0810837,18.45315329,4.44184971,-19.73880184,2025-05-13T23:28:05.633137400Z,2025-05-13T23:28:21.507201500Z
Internet Computer,ic,1644,345,282,75,USD,5.910032277726017,-34.7506,-0.59281971,2.30658729,27.9217036,18.2163368,4.17702622,-19.83926755,2025-05-13T23:33:05.631808300Z,2025-05-13T23:33:21.571461700Z
Internet Computer,ic,1644,345,282,75,USD,5.915913776354167,-34.9762,-0.99671657,2.74228424,28.22516392,18.49427234,4.3400131,-20.00555207,2025-05-13T23:38:05.636146800Z,2025-05-13T23:38:21.682617800Z
Internet Computer,ic,1644,345,282,75,USD,5.915946142461629,-34.9731,-0.89424804,2.74220634,27.96514489,18.77472338,4.40885112,-20.02679161,2025-05-13T23:43:05.625961800Z,2025-05-13T23:43:21.729914500Z
Internet Computer,ic,1644,345,282,75,USD,5.931162525825353,-34.8673,-0.2873316,3.10693436,27.99268431,19.11830248,4.77721555,-19.76592707,2025-05-13T23:48:05.650174Z,2025-05-13T23:48:21.679464Z
Internet Computer,ic,1644,345,282,75,USD,5.930013414655463,-34.7226,0.02841879,3.07729608,27.91819405,18.77158651,4.66179857,-19.69640464,2025-05-13T23:53:06.622933100Z,2025-05-13T23:53:21.660888500Z
Internet Computer,ic,1644,345,282,75,USD,5.92402228878948,-34.6952,0.10509706,3.07898977,27.91540262,18.44138027,4.55661028,-19.84240726,2025-05-13T23:58:05.632629700Z,2025-05-13T23:58:21.472979200Z
Internet Computer,ic,1644,345,282,75,USD,5.91001600024074,-35.0425,-0.4605156,2.92670237,27.60956372,18.09362982,4.38291293,-20.09087269,2025-05-14T00:03:05.638661100Z,2025-05-14T00:03:21.802819500Z
Internet Computer,ic,1644,345,282,75,USD,5.910399100063924,-34.9827,-0.39895989,3.26186277,27.58569353,18.34335764,4.30005073,-19.97087828,2025-05-14T00:08:05.598929900Z,2025-05-14T00:08:21.694660Z
Internet Computer,ic,1644,345,282,75,USD,5.895970081666249,-35.076,-0.58584599,3.22579769,27.42438924,17.71808398,4.0415121,-20.06431437,2025-05-14T00:13:05.598429100Z,2025-05-14T00:13:21.837847700Z
Internet Computer,ic,1644,345,282,75,USD,5.896492115470882,-35.0675,-0.90000684,3.73478141,27.35698459,17.30461944,4.0483183,-19.87620929,2025-05-14T00:18:05.816833900Z,2025-05-14T00:18:21.886868500Z
Internet Computer,ic,1644,345,282,75,USD,5.9027003227134704,-34.9983,-0.67851895,3.52750852,27.03525738,16.93436957,4.14648157,-19.88278266,2025-05-14T00:23:05.621104400Z,2025-05-14T00:23:21.727339700Z
Internet Computer,ic,1644,345,282,75,USD,5.911901493097548,-35.0691,-0.19260365,3.99796932,26.97906815,16.39320088,4.35383128,-19.69587407,2025-05-14T00:28:05.585293800Z,2025-05-14T00:28:21.836852600Z
Internet Computer,ic,1644,345,282,75,USD,5.891407249777009,-35.7523,-0.31514258,3.52460079,26.48379082,15.8831275,3.92704973,-20.08879357,2025-05-14T00:33:05.590538700Z,2025-05-14T00:33:21.649029600Z
Internet Computer,ic,1644,345,282,75,USD,5.898959781479351,-35.8383,-0.22787693,3.88813595,26.67192056,16.36472545,4.10289727,-20.07850872,2025-05-14T00:38:05.647337500Z,2025-05-14T00:38:21.596612400Z
Internet Computer,ic,1644,345,282,75,USD,5.932923633402347,-36.2416,0.31196969,4.67460282,27.533076,16.90076036,4.71773164,-19.59405381,2025-05-14T00:43:05.625185200Z,2025-05-14T00:43:21.827285Z
Internet Computer,ic,1644,345,282,75,USD,5.913517175945515,-36.3287,-0.29750238,4.43507536,27.09889482,16.41485331,4.44716033,-19.62673316,2025-05-14T00:48:05.852111300Z,2025-05-14T00:48:21.845705400Z
Internet Computer,ic,1644,345,283,75,USD,5.9261041804044075,-36.2491,-0.06592286,4.61596681,27.40447586,16.93917669,4.648241,-19.37009117,2025-05-14T00:53:05.638186800Z,2025-05-14T00:53:21.639738100Z
Internet Computer,ic,1644,345,283,75,USD,5.916178432274677,-36.3414,-0.13240761,4.40918319,27.13461569,16.77474657,4.42165653,-19.52097395,2025-05-14T00:58:05.669219Z,2025-05-14T00:58:21.702050Z
Internet Computer,ic,1644,345,282,75,USD,5.923231246678819,-36.4824,0.22360763,4.68277913,27.06085805,17.09088655,4.6254952,-19.59769646,2025-05-14T01:03:05.603814700Z,2025-05-14T01:03:21.544089500Z
Internet Computer,ic,1644,345,282,75,USD,5.92278723974329,-36.5768,0.20959904,4.66283677,26.77329576,17.38135152,4.96898662,-19.63094208,2025-05-14T01:08:05.615175700Z,2025-05-14T01:08:21.763502100Z
Internet Computer,ic,1644,345,282,75,USD,5.939183895061992,-36.4222,0.73293814,5.0692525,27.17065335,17.58589998,4.87269856,-19.435988,2025-05-14T01:13:05.568246400Z,2025-05-14T01:13:21.835624100Z
Internet Computer,ic,1644,345,282,75,USD,5.964052818102183,-36.3098,1.14577788,5.79825025,27.71546188,18.02005442,4.3304219,-19.4654143,2025-05-14T01:18:05.630841900Z,2025-05-14T01:18:21.850574500Z
Internet Computer,ic,1644,345,282,75,USD,5.959096618018112,-36.3811,0.82660586,5.88037886,27.34142647,17.93841145,4.26698431,-19.43735425,2025-05-14T01:23:05.634653700Z,2025-05-14T01:23:21.733267900Z
Internet Computer,ic,1644,345,282,75,USD,5.961347751371669,-36.4613,0.92213639,5.6541508,27.33578473,17.91721163,4.86105806,-19.32414174,2025-05-14T01:28:05.608451400Z,2025-05-14T01:28:22.111313500Z
Internet Computer,ic,1644,345,282,75,USD,5.962001843234559,-36.5571,1.19826368,6.33116163,27.3242189,17.72639444,4.99755979,-19.09730405,2025-05-14T01:33:05.590862800Z,2025-05-14T01:33:22.149613200Z
Internet Computer,ic,1644,345,282,75,USD,5.9473028527144205,-36.7423,0.52848859,6.00304509,27.01151407,17.40545085,5.08944436,-19.17511803,2025-05-14T01:38:05.585030200Z,2025-05-14T01:38:21.813841400Z
Internet Computer,ic,1644,345,282,75,USD,5.9538746981252215,-36.8192,0.35313222,6.74183528,27.19242758,17.62948007,5.45488026,-19.0383796,2025-05-14T01:43:05.622167800Z,2025-05-14T01:43:21.818876700Z
Internet Computer,ic,1644,345,282,75,USD,5.78972670619614,-24.9422,-1.43217494,3.11059389,24.11683226,17.86797472,1.49733939,-19.5186224,2025-05-14T09:27:35.992700900Z,2025-05-14T09:27:27.459877600Z
Internet Computer,ic,1644,345,282,75,USD,5.803529784859163,-24.7159,-1.12058813,3.0708369,24.49165844,18.24311719,1.82592841,-19.32886091,2025-05-14T09:32:35.545269200Z,2025-05-14T09:32:25.674310600Z
Internet Computer,ic,1644,345,282,75,USD,5.800324944599471,-24.8408,-0.94325286,2.9862671,24.43872728,18.315811,1.71306791,-19.56344914,2025-05-14T09:37:35.660819700Z,2025-05-14T09:37:26.281512800Z
Internet Computer,ic,1644,345,282,75,USD,5.78977322570436,-24.8214,-1.36593252,2.75066952,23.94967456,18.28600484,1.47051352,-19.67610537,2025-05-14T09:42:35.268309200Z,2025-05-14T09:42:25.716108500Z
Internet Computer,ic,1644,345,282,75,USD,5.796752854246448,-24.4762,-1.2761474,3.08777859,24.08589824,18.6008098,1.56867656,-19.58857412,2025-05-14T09:47:35.496825100Z,2025-05-14T09:47:25.748451900Z
Internet Computer,ic,1644,345,282,75,USD,5.8090834684092805,-24.2557,-0.27608833,3.00654787,24.32454049,18.50511289,1.78123718,-19.43245204,2025-05-14T09:52:35.488068100Z,2025-05-14T09:52:25.764930700Z
Internet Computer,ic,1644,345,282,75,USD,5.801139146210424,-24.4153,0.15354893,2.71302731,24.07835998,18.71028033,1.52732709,-19.49522035,2025-05-14T09:57:35.489458600Z,2025-05-14T09:57:25.732274800Z
Internet Computer,ic,1644,345,281,75,USD,5.80413539086298,-24.3494,0.59160511,2.83556849,24.15802374,18.75601265,1.54701195,-19.46242898,2025-05-14T10:02:35.281539700Z,2025-05-14T10:02:26.286418900Z
Internet Computer,ic,1644,345,281,75,USD,5.809355266854925,-23.7835,1.1068758,3.09425323,24.47421568,18.58622362,1.85866747,-19.24645701,2025-05-14T10:07:35.367952400Z,2025-05-14T10:07:25.840901100Z
Internet Computer,ic,1644,345,281,75,USD,5.809814921807523,-23.5772,0.91444303,3.17120806,24.62563359,18.60334506,1.93481908,-19.23001407,2025-05-14T10:12:35.283737300Z,2025-05-14T10:12:25.822972800Z
Internet Computer,ic,1644,345,281,75,USD,5.807032265191246,-23.4483,0.42471022,3.46088486,24.5831691,18.72117975,2.01255065,-19.35307485,2025-05-14T10:17:35.466263500Z,2025-05-14T10:17:25.868730Z
Internet Computer,ic,1644,345,281,75,USD,5.792412987587966,-23.319,0.16590699,3.28388829,24.36563642,18.04832727,1.95013254,-19.71878996,2025-05-14T10:22:35.253188900Z,2025-05-14T10:22:25.680024400Z
Internet Computer,ic,1644,345,281,75,USD,5.815396762003224,-23.0801,0.42026877,3.62496993,25.02702864,18.36960916,2.13096594,-19.32924587,2025-05-14T10:27:35.211938100Z,2025-05-14T10:27:25.742566300Z
Internet Computer,ic,1644,345,281,75,USD,5.8320491246817445,-22.5724,0.49141369,3.99359425,25.53465468,18.57494553,2.57405883,-19.12991364,2025-05-14T10:32:35.366104800Z,2025-05-14T10:32:25.762735300Z
